Ngày,Số CT,Diễn giải,TK Nợ,TK Có,Số tiền
2023-04-12,386,Máy in Brother HL - L2321D,131,511,5363636.0
2023-04-12,386,Giá vốn (80%): Máy in Brother HL - L2321D,632,1561,4290908.8
2023-04-12,384,MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15- eg2058TUi5-1240P/8GD4/256GSSD/15.6FHD/Wlax/BT5/3C41WHr/ALUp/W11SL/VÀNG (6K788PA),131,511,13590909.0
2023-04-12,384,Giá vốn (80%): MÁY TÍNH XÁCH TAY (NB) HP Pavilion 15- eg2058TUi5-1240P/8GD4/256GSSD/15.6FHD/Wlax/BT5/3C41WHr/ALUp/W11SL/VÀNG (6K788PA),632,1561,10872727.2
2023-04-12,386,"Máy tính xách tay Apple MacBook Air Apple M1 chip with 8-core CPU/7-core GPU, 16-core Neural Engine, 8GB unified memory, 256GB SSD, 13.3-inch Retina, Touch ID, Two Thunderbolt / USB 4 ports, Space Grey, macOS, Wty 1Y_MGN63SA/A",131,511,17718182.0
2023-04-13,393,Cạc mạng  PCI Gigabit TP-Link-TG 3468,131,511,209091.0
2023-04-13,393,"Ổ cứng gắn trong 240GB SSDEXCERIABICSFLASH2.5""SATA3 KIOXIA",131,511,627273.0
2023-04-13,393,Ram 4GB Kingston,131,511,445454.0
2023-04-13,393,Giá vốn (80%): Ram 4GB Kingston,632,1561,356363.2
2023-04-13,393,Giá vốn (80%): Cạc mạng  PCI Gigabit TP-Link-TG 3468,632,1561,167272.8
2023-04-13,390,Giá vốn (80%): Bàn phím Rapoo NK2500,632,1561,109091.2
2023-04-13,392,Giá vốn (80%): CỔNG KẾT NỐI MẠNG TL-SG1005D TP-Link,632,1561,203636.0
2023-04-13,395,Ổ cứng di động USB KIOXIA 128GB U366 3.2,131,511,354545.0
2023-04-13,395,Giá vốn (80%): Ổ cứng di động USB KIOXIA 128GB U366 3.2,632,1561,283636.0
2023-04-13,390,Bàn phím Rapoo NK2500,131,511,136364.0
2023-04-13,391,Giá vốn (80%): Bộ lưu điện Santak - TG500,632,1561,814545.6
2023-04-13,392,CỔNG KẾT NỐI MẠNG TL-SG1005D TP-Link,131,511,254545.0
2023-04-13,391,Bộ lưu điện Santak - TG500,131,511,1018182.0
2023-04-13,393,"Giá vốn (80%): Ổ cứng gắn trong 240GB SSDEXCERIABICSFLASH2.5""SATA3 KIOXIA",632,1561,501818.4
2023-04-13,391,Máy tính Casio JS20,131,511,745454.0
2023-04-13,391,Giá vốn (80%): Máy tính Casio JS20,632,1561,596363.2
2023-04-13,394,CHUỘT MÁY TÍNH LOGITECH M170,131,511,209091.0
2023-04-13,397,"THIẾT BỊ CHUYỂN MẠCH TP-Link,LS108G",131,511,500000.0
2023-04-13,397,"Giá vốn (80%): THIẾT BỊ CHUYỂN MẠCH TP-Link,LS108G",632,1561,400000.0
2023-04-13,396,Máy  in Brother HL-L2321D,131,511,2454545.0
2023-04-13,394,Giá vốn (80%): CHUỘT MÁY TÍNH LOGITECH M170,632,1561,167272.8
2023-04-13,598,Máy tính casio JS20,6422,1111,627273.0
2023-04-13,657,Máy in hóa đơn XP-K200L,6422,1111,1909091.0
2023-04-13,657,Máy in hóa đơn XP-K200W,6422,1111,2454545.0
2023-04-13,657,Ngăn kéo đựng tiền JJ410,6422,1111,590909.0
2023-04-13,2449,"Bộ định tuyến Vigor3910, Hiệu Draytek",6422,1111,33363636.0
2023-04-13,396,Giá vốn (80%): Máy  in Brother HL-L2321D,632,1561,1963636.0
2023-04-16,398,Phim sấy mã RM1-0649-FM3,131,511,727273.0
2023-04-16,400,Giá vốn (80%): Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài5M Ugreen (10109),632,1561,290908.8
2023-04-16,399,Hộp mực in Izinet 12A,131,511,272727.0
2023-04-16,399,Giá vốn (80%): Hộp mực in Izinet 12A,632,1561,218181.6
2023-04-16,399,"Ổ đĩa cứng GT Kingston 2.5""SSD (SA400S37/240G)",131,511,418182.0
2023-04-16,399,"Giá vốn (80%): Ổ đĩa cứng GT Kingston 2.5""SSD (SA400S37/240G)",632,1561,334545.6
2023-04-16,398,Mực in 93A Number One,131,511,954546.0
2023-04-16,398,Giá vốn (80%): Mực in 93A Number One,632,1121,763636.8
2023-04-16,398,Giá vốn (80%): Phim sấy mã RM1-0649-FM3,632,1561,581818.4
2023-04-16,398,Ru lô dưới (ru lô ép),131,511,1181818.0
2023-04-16,398,"Giá vốn (80%): Hộp mực in đã có mực in, tương thích HP MG -CF214A",632,1561,763636.0
2023-04-16,398,Drum máy photo,131,511,818182.0
2023-04-16,398,Giá vốn (80%): Drum máy photo,632,1561,654545.6
2023-04-16,398,Gạt máy photo,131,511,590909.0
2023-04-16,398,Giá vốn (80%): Gạt máy photo,632,1561,472727.2
2023-04-16,398,Giá vốn (80%): Ru lô dưới (ru lô ép),632,1561,945454.4
2023-04-16,398,Bao lụa máy photo,131,511,1681818.0
2023-04-16,398,Giá vốn (80%): Bao lụa máy photo,632,1561,1345454.4
2023-04-16,400,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài5M Ugreen (10109),131,511,363636.0
2023-04-16,398,"Hộp mực in đã có mực in, tương thích HP MG -CF214A",131,511,954545.0
2023-04-16,400,Giá vốn (80%): Dây chuyển đổi có chipset USB sang cổng COM RS­232 dài1.5M Ugreen (20211),632,1561,145454.4
2023-04-16,2652,THU PHI CK CTY AN PHAT,6422,1111,23000.0
2023-04-16,400,"Giá vốn (80%): Ổ cứng gắn trong 240GB SSD EXCERIA BICS FLASH 2.5""SATA3 KIOXIA",632,1561,654545.6
2023-04-16,401,MÁY TÍNH ĐỂ BÀN (PC) DELL VOS 3910MT i5-12400(6*2.5)/8GD4/256SSD/WLn/BT/KB/M/W11SL+OFICEHOMEST/ProSup/ĐEN(9M2DD1),131,511,13581818.0
2023-04-16,401,"Ổ cứng GT Western Digital 1TB- 3.5""",131,511,909091.0
2023-04-16,401,"Giá vốn (80%): Ổ cứng GT Western Digital 1TB- 3.5""",632,1561,727272.8
2023-04-16,401,MÀN HÌNH VI TÍNH (LCD)DELL SE2422H23.8INCH,131,511,3718182.0
2023-04-16,401,Giá vốn (80%): MÀN HÌNH VI TÍNH (LCD)DELL SE2422H23.8INCH,632,1561,2974545.6
2023-04-16,2654,THU PHI CK CTY THE GIOI SO,6422,1111,40000.0
2023-04-16,2654,Thuế GTGT: THU PHI CK CTY THE GIOI SO,1331,1111,4000.0
2023-04-16,2653,THU PHI CK CTY LOGICO,6422,1111,23000.0
2023-04-16,2653,Thuế GTGT: THU PHI CK CTY LOGICO,1331,1111,2300.0
2023-04-16,401,Giá vốn (80%): MÁY TÍNH ĐỂ BÀN (PC) DELL VOS 3910MT i5-12400(6*2.5)/8GD4/256SSD/WLn/BT/KB/M/W11SL+OFICEHOMEST/ProSup/ĐEN(9M2DD1),632,1561,10865454.4
2023-04-16,2652,Thuế GTGT: THU PHI CK CTY AN PHAT,1331,1111,2300.0
2023-04-16,402,USB hiệu  Kingston 128GB 3.0DT100G3,131,511,409091.0
2023-04-16,402,Giá vốn (80%): USB hiệu  Kingston 128GB 3.0DT100G3,632,1561,327272.8
2023-04-16,402,"Ổ cứng di động  Seagate 2TB 2.5""",131,511,2227273.0
2023-04-16,402,"Giá vốn (80%): Ổ cứng di động  Seagate 2TB 2.5""",632,1561,1781818.4
2023-04-16,402,Bộ chia cổng Cliptec  RZH343,131,511,163636.0
2023-04-16,402,Giá vốn (80%): Bộ chia cổng Cliptec  RZH343,632,1561,130908.8
2023-04-16,941,Máy chấm công bằng dấu vân tay DG600BID,6422,1111,3300000.0
2023-04-16,400,"Ổ cứng gắn trong 240GB SSD EXCERIA BICS FLASH 2.5""SATA3 KIOXIA",131,511,818182.0
2023-04-16,400,Dây chuyển đổi có chipset USB sang cổng COM RS­232 dài1.5M Ugreen (20211),131,511,181818.0
2023-04-17,408,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e -20 (62AEKAR2WW),131,511,29545455.0
2023-04-17,409,Giá vốn (80%): Chuột vi tính Rapoo M20,632,1561,130908.8
2023-04-17,404,"Giá vốn (80%): Máy tính xách tay Dell L3420 I5SSDFB Latitude 3420 - i51135G7-8-256G-UBT-U-1Y(FHD, no FPR)",632,1561,12210909.6
2023-04-17,409,"Giá vốn (80%): Máy quét ảnh, tài liệu HP Pro 2000 S2",632,1561,6036364.0
2023-04-17,409,"Máy quét ảnh, tài liệu HP Pro 2000 S2",131,511,7545455.0
2023-04-17,408,Giá vốn (80%): MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e -20 (62AEKAR2WW),632,1561,23636364.0
2023-04-17,409,Chuột vi tính Rapoo M20,131,511,163636.0
2023-04-17,408,MÁY VI TÍNH ĐỂ BÀN (PC) LENOVO ThinkCentre neo 50t Gen 3 i3- 12100(4*3.3)/4GD4/256GSSD/WL/BT/KB/M/nOS/ĐEN( 11SC001LVA),131,511,70000000.0
2023-04-17,1477,Camera quan sát DS-2CD1123G0E-I (L),6422,1111,4800000.0
2023-04-17,2577,"Cáp mạng Cat 5e UTP 305m/thùng, Hiệu Aptek",6422,1111,4418184.0
2023-04-17,1477,Đầu ghi hình DS-7616NI-K1,6422,1111,1688000.0
2023-04-17,1477,Camera quan sát DS-2CD1023G0E-I(L),6422,1111,1800000.0
2023-04-17,129,"Máy quét ảnh, tài liệu HP Pro 2000 S2",6422,1111,6818182.0
2023-04-17,129,"Bộ chuyển đổi có chipset USB 3.0 sang SATA, nguồn 12v-2A Ugreen (60561)",6422,1111,304545.0
2023-04-17,129,Cáp dữ liệu VIDEO DVI 24+1 male sang HDMI female truyền hình ảnh dài 25cm Ugreen (20118),6422,1111,163636.0
2023-04-17,129,ổ cứng Western 1TB (Blue),6422,1111,809091.0
2023-04-17,404,"Máy tính xách tay Dell L3420 I5SSDFB Latitude 3420 - i51135G7-8-256G-UBT-U-1Y(FHD, no FPR)",131,511,15263637.0
2023-04-17,408,Giá vốn (80%): MÁY VI TÍNH ĐỂ BÀN (PC) LENOVO ThinkCentre neo 50t Gen 3 i3- 12100(4*3.3)/4GD4/256GSSD/WL/BT/KB/M/nOS/ĐEN( 11SC001LVA),632,1561,56000000.0
2023-04-17,404,Giá vốn (80%): Máy  in Brother HL - L2321D,632,1561,2145454.4
2023-04-17,2577,"Thiết bị chuyển mạch SF1163P, hiệu Aptek",6422,1111,1772727.0
2023-04-17,405,Giá vốn (80%): Hộp mực  in Izinet 12A,632,1561,400000.0
2023-04-17,403,Máy In Canon Laser LBP-2900,131,511,3472727.0
2023-04-17,403,Giá vốn (80%): Máy In Canon Laser LBP-2900,632,1561,2778181.6
2023-04-17,407,Máy in phun màu khổ A4 Epson L805,131,511,9363636.0
2023-04-17,407,Giá vốn (80%): Máy in phun màu khổ A4 Epson L805,632,1561,7490908.8
2023-04-17,404,Máy  in Brother HL - L2321D,131,511,2681818.0
2023-04-17,406,Giá vốn (80%): BÀN PHÍM Dell Multimedia KB216,632,1561,167272.8
2023-04-17,405,Bộ vi xử lý Intel i5/10400,131,511,3172727.0
2023-04-17,405,Giá vốn (80%): Bộ vi xử lý Intel i5/10400,632,1561,2538181.6
2023-04-17,406,BÀN PHÍM Dell Multimedia KB216,131,511,209091.0
2023-04-17,405,Giá vốn (80%): Bộ nhớ trong Kingmax 8GBD4-3200,632,1561,581818.4
2023-04-17,405,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,636364.0
2023-04-17,405,Giá vốn (80%): ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,509091.2
2023-04-17,405,Bảng mạch chính Asus Prime H510MK,131,511,1518182.0
2023-04-17,405,Giá vốn (80%): Bảng mạch chính Asus Prime H510MK,632,1561,1214545.6
2023-04-17,405,Vỏ thùng máy tính JETEK EN15,131,511,345454.0
2023-04-17,405,Giá vốn (80%): Vỏ thùng máy tính JETEK EN15,632,1561,276363.2
2023-04-17,405,Hộp mực  in Izinet 12A,131,511,500000.0
2023-04-17,405,Bộ nhớ trong Kingmax 8GBD4-3200,131,511,727273.0
2023-04-18,413,Giá vốn (80%): Máy chấm công bằng dấu vân tay DG600BID,632,1561,2392727.2
2023-04-18,411,Giá vốn (80%): Pin carbon AA Philips R6L10S/97,632,1561,21818.4
2023-04-18,411,"THIẾT BỊ CHUYỂN MẠCH TP-Link,TL-SG1005D",131,511,227273.0
2023-04-18,411,"Giá vốn (80%): THIẾT BỊ CHUYỂN MẠCH TP-Link,TL-SG1005D",632,1561,181818.4
2023-04-18,413,Máy chấm công bằng dấu vân tay DG600BID,131,511,2990909.0
2023-04-18,412,Giá vốn (80%): Bộ nhớ trong Kingston 8GD4 - 3200,632,1561,618181.6
2023-04-18,412,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,1136364.0
2023-04-18,412,Giá vốn (80%): ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,909091.2
2023-04-18,412,Bộ nhớ trong Kingston 8GD4 - 3200,131,511,772727.0
2023-04-18,411,Giá vốn (80%): Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài3M Ugreen,632,1561,181818.4
2023-04-18,411,Pin carbon AA Philips R6L10S/97,131,511,27273.0
2023-04-18,411,Giá vốn (80%): BỘ NHỚ TRONG Kingston 8G-D4 3200S22 1RX8 (KVR32S22S8/8),632,1561,1090908.8
2023-04-18,411,BỘ NHỚ TRONG Kingston 8G-D4 3200S22 1RX8 (KVR32S22S8/8),131,511,1363636.0
2023-04-18,410,"Giá vốn (80%): Thiết bị định tuyến thu phát vô tuyến  TP-Link,2.4Ghz,TL-MR6400",632,1561,909091.2
2023-04-18,410,"Thiết bị định tuyến thu phát vô tuyến  TP-Link,2.4Ghz,TL-MR6400",131,511,1136364.0
2023-04-18,410,Giá vốn (80%): Dây cáp mạng  Ensoho EN-F6CA24 FTP cat6 (305m/h),632,1561,1272727.2
2023-04-18,410,Dây cáp mạng  Ensoho EN-F6CA24 FTP cat6 (305m/h),131,511,1590909.0
2023-04-18,60606,THU LAI VAY LD2304000227,6422,1111,558740.0
2023-04-18,2727,Thuế GTGT: THU PHI CK CTY PHUONG KHANG COMPUTER,1331,1111,2300.0
2023-04-18,2727,THU PHI CK CTY PHUONG KHANG COMPUTER,6422,1111,23000.0
2023-04-18,60603,THU LAI VAY LD2303800419,6422,1111,331386.0
2023-04-18,411,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài3M Ugreen,131,511,227273.0
2023-04-19,3538,Máy in laser Canon LBP 6230DN,6422,1111,4090909.09
2023-04-19,2702,Bảng mạch chính của máy vi tính hiệu ASROCK Z690 PRO RS,6422,1111,3554545.0
2023-04-19,2702,Bộ vi xử lý vi tính Intel Core I5-10400 + Quạt,6422,1111,2809091.0
2023-04-19,422,Giá vốn (80%): THIẾT BỊ TRÌNH CHIẾU  Presenter Logitech R400,632,1561,363636.0
2023-04-19,2747,THU PHI RTM CTY HUY VU,6422,1111,78000.0
2023-04-19,417,Giá vốn (80%): MỰC IN Brother BT5000M,632,1561,109091.2
2023-04-19,417,MỰC IN Brother BT5000M,131,511,136364.0
2023-04-19,416,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài10M Ugreen,131,511,800000.0
2023-04-19,2747,Thuế GTGT: THU PHI RTM CTY HUY VU,1331,1111,7800.0
2023-04-19,416,Giá vốn (80%): Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài10M Ugreen,632,1561,640000.0
2023-04-19,416,Bộ chuyển đổi  DVI-D to VGA (40387),131,511,163636.0
2023-04-19,416,Giá vốn (80%): Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài1.5M Ugreen,632,1561,109091.2
2023-04-19,416,"Thiết bị chuyển mạch  TP-Link,TL-SF1008D",131,511,172727.0
2023-04-19,416,"Giá vốn (80%): Thiết bị chuyển mạch  TP-Link,TL-SF1008D",632,1561,138181.6
2023-04-19,416,Giá vốn (80%): Bộ chuyển đổi  DVI-D to VGA (40387),632,1561,130908.8
2023-04-19,415,"THIẾT BỊ THU PHÁT VÔ TUYẾN  TP-Link 2.4Ghz,Archer T2U",131,511,245455.0
2023-04-19,415,"Giá vốn (80%): THIẾT BỊ THU PHÁT VÔ TUYẾN  TP-Link 2.4Ghz,Archer T2U",632,1561,196364.0
2023-04-19,415,THIẾT BỊ THU PHÁT VÔ TUYẾN   TPLINK ARCHER AX23,131,511,1227272.0
2023-04-19,415,Giá vốn (80%): THIẾT BỊ THU PHÁT VÔ TUYẾN   TPLINK ARCHER AX23,632,1561,981817.6
2023-04-19,422,THIẾT BỊ TRÌNH CHIẾU  Presenter Logitech R400,131,511,454545.0
2023-04-19,416,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnh dài1.5M Ugreen,131,511,136364.0
2023-04-19,421,Giá vốn (80%): ĐẦU ĐỌC MÃ VẠCH OD7200,632,1561,1156364.0
2023-04-19,423,Máy in hóa đơn XP-K200L,131,511,1263636.0
2023-04-19,421,Giá vốn (80%): Máy in hóa đơn XP-Q801L,632,1561,1010908.8
2023-04-19,423,Giá vốn (80%): Máy in hóa đơn XP-K200L,632,1561,1010908.8
2023-04-19,423,CHUỘT MÁY TÍNH  Dell MS116,131,511,90909.0
2023-04-19,423,Giá vốn (80%): CHUỘT MÁY TÍNH  Dell MS116,632,1561,72727.2
2023-04-19,418,MỰC IN BROTHER TN -2385,131,511,500000.0
2023-04-19,418,Giá vốn (80%): MỰC IN BROTHER TN -2385,632,1561,400000.0
2023-04-19,421,ĐẦU ĐỌC MÃ VẠCH OD7200,131,511,1445455.0
2023-04-19,418,Giá vốn (80%): TRỐNG TỪ BROTHER DR-2385,632,1561,509091.2
2023-04-19,418,BÀN PHÍM Dell Multimedia KB216,131,511,272727.0
2023-04-19,418,Giá vốn (80%): BÀN PHÍM Dell Multimedia KB216,632,1561,218181.6
2023-04-19,418,CHUỘT LOGITECH M190,131,511,418182.0
2023-04-19,418,TRỐNG TỪ BROTHER DR-2385,131,511,636364.0
2023-04-19,419,CHUỘT MÁY TÍNH  EM6102 E-Dra,131,511,163636.0
2023-04-19,419,Giá vốn (80%): CHUỘT MÁY TÍNH  EM6102 E-Dra,632,1561,130908.8
2023-04-19,420,PHẦN MỀM Kaspersky KL1941MCCFS,131,511,870000.0
2023-04-19,420,Giá vốn (80%): PHẦN MỀM Kaspersky KL1941MCCFS,632,1561,696000.0
2023-04-19,414,Màn hình LCD VIEWSONIC VX3276-2K-MHD-2 32'',131,511,5536364.0
2023-04-19,414,Giá vốn (80%): Màn hình LCD VIEWSONIC VX3276-2K-MHD-2 32'',632,1561,4429091.2
2023-04-19,421,BỘ MÁY VINH TÍNH,131,511,9354545.0
2023-04-19,421,Giá vốn (80%): BỘ MÁY VINH TÍNH,632,1561,7483636.0
2023-04-19,421,Máy in hóa đơn XP-Q801L,131,511,1263636.0
2023-04-19,418,Giá vốn (80%): CHUỘT LOGITECH M190,632,1561,334545.6
2023-04-20,134,Máy đếm tiền XD BC - 35F,6422,1111,4500000.0
2023-04-20,134,Bộ nhớ ram G.Skill 8GB-1600 GIS,6422,1111,3090910.0
2023-04-20,134,Tủ Rack 6U,6422,1111,636364.0
2023-04-20,134,"Dây cáp mạng U/UTP CAT6, 24AWG, lõi đồng đặc, 4 đôi, vỏ PVC, CMX, màu xanh",6422,1111,2200000.0
2023-04-20,882,Điện thoại có dây Panasonic KXTS500,6422,1111,2268000.0
2023-04-20,2776,Thuế GTGT: TP CK CTY VINH XUAN,1331,1111,2300.0
2023-04-20,2775,TP CK CTY VIET SON,6422,1111,24248.0
2023-04-20,2775,Thuế GTGT: TP CK CTY VIET SON,1331,1111,2425.0
2023-04-20,2776,TP CK CTY VINH XUAN,6422,1111,23000.0
2023-04-20,134,Máy đếm tiền Mazsan MS - 5600C,6422,1111,1900000.0
2023-04-20,424,"Ổ ĐĨA CỨNG GT Kingston 2.5""SSD(SA400S37/240G)",131,511,818182.0
2023-04-20,425,Giá vốn (80%): CHUỘT MÁY TÍNH LOGITECH B100,632,1561,72727.2
2023-04-20,425,CHUỘT MÁY TÍNH LOGITECH B100,131,511,90909.0
2023-04-20,425,Giá vốn (80%): Ổ ĐĨA CỨNG  GT Kingston 240GB(SA400M8/240G),632,1561,356364.0
2023-04-20,425,Ổ ĐĨA CỨNG  GT Kingston 240GB(SA400M8/240G),131,511,445455.0
2023-04-20,425,Giá vốn (80%): BỘ NHỚ TRONG RAM 4GB/2400 KINGMAX,632,1561,341817.6
2023-04-20,425,BỘ NHỚ TRONG RAM 4GB/2400 KINGMAX,131,511,427272.0
2023-04-20,2774,Thuế GTGT: TP CK CTY HUNG LONG,1331,1111,2300.0
2023-04-20,2774,TP CK CTY HUNG LONG,6422,1111,23000.0
2023-04-20,424,"Giá vốn (80%): Ổ ĐĨA CỨNG GT Kingston 2.5""SSD(SA400S37/240G)",632,1561,654545.6
2023-04-21,8434,Bảng mạch chính của máy vi tính hiệu ASUS TUF GAMING  B660M - PLUS D4,6422,1111,2818182.0
2023-04-21,8434,Bảng mạch chính của máy vi tính hiệu ASUS TUF GAMING  B660M - PLUS WIFI D4,6422,1111,3177273.0
2023-04-21,430,Giá vốn (80%): Nguồn Jetek Model Y500T,632,1561,218181.6
2023-04-21,429,Giá vốn (80%): Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnhdài 3M Ugreen,632,1561,654545.6
2023-04-21,429,Cáp dữ liệu VIDEO HDMI 1.4 truyền âm thanh hình ảnhdài 3M Ugreen,131,511,818182.0
2023-04-21,8434,Bảng mạch chính của máy vi tính hiệu ASUS TUF GAMING  B660M - E D4,6422,1111,5672728.0
2023-04-21,8434,Bộ nhớ trong của máy vi tính KINGSTON 8G D4 - 2666U 19 1RX8 UDIMM (KVR26N19S8/8),6422,1111,12818190.0
2023-04-21,8434,Bảng mạch chính của máy vi tính hiệu ASUS PROART B660 - CREATOR D4,6422,1111,3627273.0
2023-04-21,431,Giá vốn (80%): BỘ MÁY VI TÍNH,632,1561,7985454.4
2023-04-21,8434,ổ đĩa cứng gắn trong máy vi tính  hiệu KINGSTON 1000G NV2 M.2 2280 NVME SSD ( SNV2S/1000G ),6422,1111,2345454.0
2023-04-21,8434,ổ đĩa cứng gắn trong máy vi tính  hiệu KINGSTON 250G NV2 M.2 2280 NVME SSD ( SNV2S/250G ),6422,1111,2409090.0
2023-04-21,431,BỘ MÁY VI TÍNH,131,511,9981818.0
2023-04-21,426,Ổ cứng GT Western 1TB,131,511,2363636.0
2023-04-21,426,Giá vốn (80%): Ổ cứng GT Western 1TB,632,1561,1890908.8
2023-04-21,426,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,818182.0
2023-04-21,426,Giá vốn (80%): ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,654545.6
2023-04-21,430,Nguồn Jetek Model Y500T,131,511,272727.0
2023-04-21,8434,Bảng mạch chính của máy vi tính hiệu ASUS ROG  STRIX B660 - G GAMING WIFI,6422,1111,3836364.0
2023-04-21,430,Giá vốn (80%): Bộ nhớ trong Kingston 4GBD4-3200,632,1561,327272.8
2023-04-21,430,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,636364.0
2023-04-21,430,Giá vốn (80%): Bàn phím  Dell Multimedia KB216,632,1561,218182.4
2023-04-21,427,ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,5727273.0
2023-04-21,427,Giá vốn (80%): ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,4581818.4
2023-04-21,427,ổ cứng gắn trong 480GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,131,511,1672727.0
2023-04-21,427,Giá vốn (80%): ổ cứng gắn trong 480GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,1338181.6
2023-04-21,428,Điện thoại có dây Panasonic KXTS500,131,511,1090909.0
2023-04-21,428,Chuột máy tính Logitech  M170,131,511,145455.0
2023-04-21,428,Giá vốn (80%): Chuột máy tính Logitech  M170,632,1561,116364.0
2023-04-21,430,"Màn hình máy tính Lenovo H20215FE0 - ""E22-28 (H20215FE0)21.5 inch Monitor-HDMI, Linecord, WTYWarrantyCode:limited"", P/N:62B9MAR4WW",131,511,2445455.0
2023-04-21,428,Giá vốn (80%): Điện thoại có dây Panasonic KXTS500,632,1561,872727.2
2023-04-21,430,Mực  Laser TN-2385 Brother,131,511,454544.0
2023-04-21,430,Giá vốn (80%): Mực  Laser TN-2385 Brother,632,1561,363635.2
2023-04-21,430,Bộ vi xử lý Intel Core i3-10105,131,511,2363636.0
2023-04-21,430,Giá vốn (80%): Bộ vi xử lý Intel Core i3-10105,632,1561,1890908.8
2023-04-21,430,Bộ nhớ trong Kingston 4GBD4-3200,131,511,409091.0
2023-04-21,430,Giá vốn (80%): ổ cứng gắn trong 240GB SSD Exceria BiCS FLASH 2.5''SATA3 Kioxia,632,1561,509091.2
2023-04-21,430,Bàn phím  Dell Multimedia KB216,131,511,272728.0
2023-04-21,430,"Giá vốn (80%): Màn hình máy tính Lenovo H20215FE0 - ""E22-28 (H20215FE0)21.5 inch Monitor-HDMI, Linecord, WTYWarrantyCode:limited"", P/N:62B9MAR4WW",632,1561,1956364.0
2023-04-23,2388,Bàn Phím+Chuột Logitech MK270r,6422,1111,1563636.0
2023-04-23,434,Đầu bấm dây mạng  EN-RJ45C6 RJ-45,131,511,454546.0
2023-04-23,434,Giá vốn (80%): Đầu bấm dây mạng  EN-RJ45C6 RJ-45,632,1561,363636.8
2023-04-23,2821,THU PHI CK CTY CP HOI TU THONG MINH,6422,1111,15000.0
2023-04-23,2821,Thuế GTGT: THU PHI CK CTY CP HOI TU THONG MINH,1331,1111,1500.0
2023-04-23,435,"Máy tính xách tay ThinkBook 14 G4 IAP i5-1240P/8Gb/512Gb/UHD/Fingerprint/Off Trial/Win11 H64SL/MINERAL_GREY/14"" FHD, P/N: 21DH00B5VN   (Xuất trả lại hàng theo hóa đơn 750 ngày 27/12/2022 , ký hiệu : 1C22TDN)",131,511,15900000.0
2023-04-23,435,"Giá vốn (80%): Máy tính xách tay ThinkBook 14 G4 IAP i5-1240P/8Gb/512Gb/UHD/Fingerprint/Off Trial/Win11 H64SL/MINERAL_GREY/14"" FHD, P/N: 21DH00B5VN   (Xuất trả lại hàng theo hóa đơn 750 ngày 27/12/2022 , ký hiệu : 1C22TDN)",632,1561,12720000.0
2023-04-23,2388,Thiết bị ghi hình Logitech C270 (Webcam),6422,1111,1750000.0
2023-04-23,498,MÁY IN LASER ĐƠN NĂNG CANON I-SENSYS LBP226DW (3516C007AAME),6422,1111,21600000.0
2023-04-23,2388,Chuột Logitech M350 đen,6422,1111,1795455.0
2023-04-23,2388,Tai Nghe Logitech A10 xanh,6422,1111,740909.0
2023-04-23,2388,Chuột Logitech M557 Đen,6422,1111,772728.0
2023-04-23,2388,Chuột Logitech M720,6422,1111,718182.0
2023-04-23,2388,Chuột logitech MX Anywhere 2S đen (910-006285),6422,1111,981818.0
2023-04-23,436,"Ổ cứng di động  Seagate One touch  2TB 2.5""",131,511,2363636.0
2023-04-23,436,"Giá vốn (80%): Ổ cứng di động  Seagate One touch  2TB 2.5""",632,1561,1890908.8
2023-04-23,434,Bộ nhớ trong Kingston 8GD4-2666,131,511,11454545.0
