shdon,loaihd,tthai,tgtcthue,tdlap,nbten,nmten
22515,muavao,1,5727273.00,2024-03-28 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
4217,muavao,1,238704.00,2024-03-28 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI PHÁT TRIỂN NHẤT TÍN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2464,muavao,1,10800000.00,2024-03-28 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ TIN HỌC ANH PHƯƠNG A.P.C.O.M,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
282,muavao,1,3080000.00,2024-03-28 17:00:00,CÔNG TY CỔ PHẦN PHÂN PHỐI ĐIỆN TỬ JVS,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
150041,muavao,1,111954550.00,2024-03-27 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
49313,muavao,1,207909080.00,2024-03-27 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
49161,muavao,1,6072729.00,2024-03-27 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
42205,muavao,1,45551.00,2024-03-27 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
3629,muavao,1,16352000.00,2024-03-27 17:00:00,CÔNG TY CỔ PHẦN GIẢI PHÁP TIN HỌC ÁNH DƯƠNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1786,muavao,1,5145447.00,2024-03-27 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC VIỆT,Công Ty TNHH Một Thành Viên Huy Vũ
302,muavao,1,32454545.00,2024-03-27 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
299,muavao,1,83363636.00,2024-03-27 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
42001,muavao,1,23000.00,2024-03-26 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
42000,muavao,1,23000.00,2024-03-26 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
41962,muavao,1,125000.00,2024-03-26 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
543,muavao,1,536363.00,2024-03-26 17:00:00,CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT DIỆP KHÁNH,Công ty TNHH MTV Huy Vũ
83,muavao,1,12036364.00,2024-03-26 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
39778,muavao,1,23000.00,2024-03-25 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
145302,muavao,1,55610909.00,2024-03-24 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
2680,muavao,1,7309091.00,2024-03-24 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
770,muavao,1,15218182.00,2024-03-24 17:00:00,CHI NHÁNH CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI Á MỸ,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
136004,muavao,1,24545.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty  TNHH MTV Huy Vũ
365,muavao,1,8363636.00,2024-03-24 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
143673,muavao,1,31818182.00,2024-03-21 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
36996,muavao,1,23000.00,2024-03-21 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
36995,muavao,1,23000.00,2024-03-21 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
77,muavao,1,10741819.00,2024-03-21 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
63227,muavao,1,9500000.00,2024-03-20 17:00:00,Chi nhánh Công ty TNHH phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
21812,muavao,1,21272727.00,2024-03-20 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
21297,muavao,1,4272727.00,2024-03-20 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
63132,muavao,1,13636364.00,2024-03-19 17:00:00,Chi nhánh Công ty TNHH phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
1687,muavao,1,5840907.00,2024-03-19 17:00:00,CÔNG TY TNHH PHÂN PHỐI PHƯƠNG VIỆT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
224,muavao,1,7180000.00,2024-03-19 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI ĐẠI PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
36132,muavao,1,23000.00,2024-03-18 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
36131,muavao,1,23000.00,2024-03-18 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
1737,muavao,1,4625455.00,2024-03-18 17:00:00,CÔNG TY TNHH CÔNG NGHỆ DSS ĐÀ NẴNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
234,muavao,1,15630000.00,2024-03-18 17:00:00,CÔNG TY TNHH THƯƠNG MẠI LONG CƯỜNG PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
43272,muavao,1,8081327.00,2024-03-17 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
43271,muavao,1,4692270.00,2024-03-17 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
35269,muavao,1,23000.00,2024-03-17 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
35268,muavao,1,23000.00,2024-03-17 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
34460,muavao,1,23000.00,2024-03-17 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
2428,muavao,1,2309090.00,2024-03-17 17:00:00,Công Ty TNHH Công Nghệ Thông Tin An Phát,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2362,muavao,1,8063637.00,2024-03-17 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1708,muavao,1,7085456.00,2024-03-17 17:00:00,CÔNG TY TNHH CÔNG NGHỆ DSS ĐÀ NẴNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1061,muavao,1,42772727.00,2024-03-17 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ ROBO,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
16206655,muavao,1,13636.00,2024-03-15 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
16206654,muavao,1,13636.00,2024-03-15 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
16206639,muavao,1,13636.00,2024-03-15 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
20149,muavao,1,15000000.00,2024-03-15 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
18266,muavao,1,32463636.00,2024-03-15 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1603,muavao,1,6054546.00,2024-03-15 17:00:00,Công ty TNHH Tin Học Kim Thiên Bảo,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
132442,muavao,1,55122728.00,2024-03-14 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
60519,muavao,1,36363635.00,2024-03-14 17:00:00,Chi nhánh Công ty TNHH phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
33840,muavao,1,23000.00,2024-03-14 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
18214,muavao,1,12181818.00,2024-03-14 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2325,muavao,1,2309090.00,2024-03-14 17:00:00,Công Ty TNHH Công Nghệ Thông Tin An Phát,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1558,muavao,1,7963636.00,2024-03-14 17:00:00,CÔNG TY TNHH PHÂN PHỐI PHƯƠNG VIỆT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1529,muavao,1,50000.00,2024-03-14 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
14567641,muavao,1,120549.00,2024-03-13 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
7024,muavao,1,4472727.00,2024-03-13 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2198,muavao,1,8636364.00,2024-03-13 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
33527,muavao,1,23000.00,2024-03-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
33526,muavao,1,23000.00,2024-03-12 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
69,muavao,1,11945455.00,2024-03-12 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
39903,muavao,1,-872727.00,2024-03-11 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
33352,muavao,1,23000.00,2024-03-11 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
18039,muavao,1,28454545.00,2024-03-11 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
17748,muavao,1,24463636.00,2024-03-11 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
237,muavao,1,41681818.00,2024-03-11 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ QUỐC GIA ADG TẠI ĐÀ NẴNG,Công Ty TNHH Một Thành Viên Huy Vũ
14148735,muavao,1,6673972.00,2024-03-10 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
14148724,muavao,1,20101370.00,2024-03-10 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
14148722,muavao,1,1490411.00,2024-03-10 17:00:00,NGÂN HÀNG TMCP Á CHÂU,CTY TNHH MTV HUY VU
32560,muavao,1,23000.00,2024-03-10 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
32557,muavao,1,23000.00,2024-03-10 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
16513,muavao,1,23000000.00,2024-03-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
16351,muavao,1,43667273.00,2024-03-10 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
606,muavao,1,836367.00,2024-03-10 17:00:00,CÔNG TY TNHH VIỄN THÔNG HOÀN PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
266,muavao,1,5463332.00,2024-03-10 17:00:00,CÔNG TY TNHH THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ ĐỨC PHÁP,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
64,muavao,1,12472727.00,2024-03-10 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
60,muavao,1,900000.00,2024-03-09 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
32453,muavao,1,19000.00,2024-03-08 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
32452,muavao,1,19000.00,2024-03-08 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
324,muavao,1,2580000.00,2024-03-08 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ ALOHA VINA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
16811,muavao,1,39272727.00,2024-03-07 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
2124,muavao,1,5090910.00,2024-03-07 17:00:00,CÔNG TY CỔ PHẦN PHÂN PHỐI TÂN NIỀM TIN,Công Ty TNHH Một Thành Viên Huy Vũ
2097,muavao,1,4418184.00,2024-03-07 17:00:00,Công Ty TNHH Công Nghệ Thông Tin An Phát,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
58,muavao,1,18390909.00,2024-03-07 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
57,muavao,1,8518518.00,2024-03-07 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
113129,muavao,1,28202727.00,2024-03-06 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
136003,muavao,1,23600.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV  Huy Vũ
38191,muavao,1,27272728.00,2024-03-06 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
30554,muavao,1,23000.00,2024-03-05 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15307,muavao,1,146363636.00,2024-03-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
15305,muavao,1,6727273.00,2024-03-05 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN CÔNG NGHỆ TIN HỌC VIỄN SƠN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1812,muavao,1,21545455.00,2024-03-05 17:00:00,CÔNG TY TNHH PHƯƠNG KHANG COMPUTER,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1461,muavao,1,6045455.00,2024-03-05 17:00:00,CÔNG TY CỔ PHẦN THIẾT BỊ VĂN PHÒNG NGUYỄN ĐỨC,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
403,muavao,1,33700000.00,2024-03-05 17:00:00,Công Ty TNHH Thương Mại LOGICO,CÔNG TY TNHH MỘT THÀNH VIÊN  HUY VŨ
177792,muavao,1,236364.00,2024-03-04 17:00:00,CÔNG TY DỊCH VỤ MOBIFONE KHU VỰC 7 - CHI NHÁNH TỔNG CÔNG TY VIỄN THÔNG MOBIFONE,Công ty TNHH MTV Huy Vũ
30085,muavao,1,23000.00,2024-03-04 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
5755,muavao,1,5440910.00,2024-03-04 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1140,muavao,1,19431818.00,2024-03-04 17:00:00,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ QUỐC VIỆT,Công Ty TNHH Một Thành Viên Huy Vũ
855,muavao,1,7809091.00,2024-03-04 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ ROBO,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
165,muavao,1,7180000.00,2024-03-04 17:00:00,CÔNG TY CỔ PHẦN ĐẦU TƯ & THƯƠNG MẠI ĐẠI PHÁT,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
34287,muavao,1,5442538.00,2024-03-03 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
34286,muavao,1,2259086.00,2024-03-03 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
29617,muavao,1,23000.00,2024-03-03 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
15137,muavao,1,10090909.00,2024-03-03 17:00:00,CÔNG TY CỔ PHẦN DỊCH VỤ PHÂN PHỐI TỔNG HỢP DẦU KHÍ,Công ty TNHH  Một Thành Viên Huy Vũ
1654,muavao,1,20181818.00,2024-03-03 17:00:00,CÔNG TY TNHH MỘT THÀNH VIÊN PHAN QUANG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
1377,muavao,1,8363636.00,2024-03-03 17:00:00,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU KỸ NGHỆ Á ĐÔNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
559,muavao,1,12081818.00,2024-03-03 17:00:00,CHI NHÁNH CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI Á MỸ,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
558,muavao,1,240741.00,2024-03-03 17:00:00,CHI NHÁNH CÔNG TY TNHH CÔNG NGHỆ VÀ THƯƠNG MẠI Á MỸ,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
339,muavao,1,27788183.00,2024-03-03 17:00:00,CÔNG TY TNHH THƯƠNG MẠI KỸ THUẬT DIỆP KHÁNH,Công ty TNHH MTV Huy Vũ
52,muavao,1,2913634.00,2024-03-03 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
38378723,muavao,1,350000.00,2024-03-01 17:00:00,Tập đoàn Công nghiệp - Viễn thông Quân đội,Công Ty Tnhh Huy Vũ
105552,muavao,1,1893655.00,2024-03-01 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
5478,muavao,1,60509091.00,2024-03-01 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN - CHI NHÁNH THÀNH PHỐ HỒ CHÍ MINH,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
3875,muavao,1,15127273.00,2024-03-01 17:00:00,CÔNG TY CỔ PHẦN MÁY TÍNH VĨNH XUÂN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
253,muavao,1,12545455.00,2024-03-01 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
192692,muavao,1,390847.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
192601,muavao,1,224645.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
192600,muavao,1,366662.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
163370,muavao,1,249636.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
136091,muavao,1,274000.00,2024-02-29 17:00:00,TRUNG TÂM KINH DOANH VNPT - GIA LAI - CHI NHÁNH TỔNG CÔNG TY DỊCH VỤ VIỄN THÔNG,Công Ty TNHH MTV Huy Vũ
104618,muavao,1,11037272.00,2024-02-29 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
29294,muavao,1,19000.00,2024-02-29 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
29293,muavao,1,19000.00,2024-02-29 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
29292,muavao,1,19000.00,2024-02-29 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
647,muavao,1,648980.00,2024-02-29 17:00:00,CÔNG TY CỔ PHẦN THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Công Ty TNHH Một Thành Viên Huy Vũ
199,muavao,1,23840910.00,2024-02-29 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN HUETRONICS (TỈNH THỪA THIÊN HUẾ),CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
15962,muavao,1,160000.00,2024-04-29 17:00:00,NGAN HANG TMCP PHAT TRIEN THANH PHO HO CHI MINH,CONG TY TNHH MOT THANH VIEN HUY VU
8974,muavao,1,82000.00,2024-04-29 17:00:00,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
129496,muavao,1,454545.00,2024-04-25 17:00:00,CÔNG TY TNHH MTV XĂNG DẦU BẮC TÂY NGUYÊN,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
56433,muavao,1,23000.00,2024-04-25 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
56432,muavao,1,23000.00,2024-04-25 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
56411,muavao,1,23000.00,2024-04-25 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
40308,muavao,1,295455.00,2024-04-25 17:00:00,Công ty TNHH TP-Link Technologies Việt Nam,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
2622,muavao,1,15000.00,2024-04-25 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
549,muavao,1,1791666.00,2024-04-25 17:00:00,Công Ty TNHH Công Nghệ Và Thương Mại Mai Khanh,Công Ty TNHH Một Thành Viên Huy Vũ
533,muavao,1,5300000.00,2024-04-25 17:00:00,CÔNG TY TNHH XUẤT NHẬP KHẨU LÊ TRẦN GIA,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
60667,muavao,1,8488357.00,2024-04-24 17:00:00,Công ty TNHH Phân phối Synnex FPT,Công ty TNHH MTV Huy Vũ
6011,muavao,1,227273.00,2024-04-24 17:00:00,CÔNG TY CỔ PHẦN THƯƠNG MẠI DỊCH VỤ TỔNG HỢP XUÂN TÙNG,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ
120684,muavao,1,23000.00,2024-08-29 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
3112,muavao,1,56380003.00,2024-04-24 17:00:00,CHI NHÁNH CÔNG TY CỔ PHẦN KỸ THUẬT CÔNG NGHỆ NAM THÀNH,Công ty TNHH  Một Thành Viên Huy Vũ
114,muavao,1,3070909.00,2024-04-24 17:00:00,CÔNG TY TNHH ĐIỆN TỬ TIN HỌC KIM PHÁT,Công Ty Trách Nhiệm Hữu Hạn một thành viên Huy Vũ
185465,muavao,1,11037272.00,2024-04-23 17:00:00,CÔNG TY CỔ PHẦN THẾ GIỚI SỐ,CÔNG TY TNHH MTV HUY VŨ
55321,muavao,1,23000.00,2024-04-23 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
55320,muavao,1,23000.00,2024-04-23 17:00:00,Ngân hàng TMCP Sài Gòn Thương Tín - Chi nhánh Gia Lai,CONG TY TNHH MTV HUY VU
