shdon,loaihd,month,nbten,ten,dvtinh,sluong,thtien,tthue
306,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in Brother HL-L2321D,Cái,3.0000,7227273.00,0.00
305,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BỘ MÁY VI TÍNH,Bộ,1.0000,7981818.00,0.00
304,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech M221,Cái,1.0000,209091.00,0.00
304,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp Mực In EcoPlus 12A,Hộp,1.0000,136364.00,0.00
303,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực  Laser đen Premium,Hộp,1.0000,136364.00,0.00
303,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực MP2014,Hộp,1.0000,590909.00,0.00
303,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TỪ,Chai,1.0000,1772727.00,0.00
302,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHUỘT MÁY TÍNH Logitech M221,Cái,2.0000,490909.00,0.00
301,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BÀN PHÍM LOGITECH K120,Cái,1.0000,163636.00,0.00
301,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHUỘT MÁY TÍNH  Logitech B100,Cái,1.0000,72727.00,0.00
300,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MỰC Laser TN-2385 Brother,HỘP,1.0000,500000.00,0.00
300,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MỰC LASER ĐEN BROTHER 2240,Chai,3.0000,136364.00,0.00
300,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHUỘT MÁY TÍNH Logitech M185,Cái,1.0000,181818.00,0.00
299,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng SSD 480GB KIOXIA EXCERIA BICS FLASH 2.5"" Sata3",Cái,1.0000,890909.00,0.00
298,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy tính bàn LENOVO THINKCENTRE M70S Gen 3 -I5 12400/8GB/256GB SSD/WL+BT/K+M/DEN/1Y (11TC000TVA),Bộ,1.0000,10000000.00,0.00
298,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy tính bàn LENOVO THINKCENTRE M70S Gen 3 I3 12100/4GB/256GB SSD/WL+BT/K+M/DEN/1Y (11TC000PVA),Bộ,1.0000,7272727.00,0.00
298,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TAI NGHE SOUNDMAX AH304,Cái,3.0000,709091.00,0.00
297,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VI TÍNH ĐỂ BÀN (PC) LENOVO ThinkCentre neo 50tGen 3 i3- 12100(4*3.3)/4GD4/256GSSD/WL/BT/KB/M/nOS/ĐEN( 11SC001LVA),Cái,11.0000,77000000.00,0.00
296,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ lưu điện Santak - TG500,Cái,12.0000,12218182.00,0.00
296,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy hủy giấy hiệu Magitech DM-120M,Cái,1.0000,4300000.00,0.00
296,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thiết bị định tuyến TP-Link 2.4GHz/5GHz Archer C50,Cái,2.0000,1054545.00,0.00
296,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy tính Casio JS20,Cái,5.0000,3727273.00,0.00
295,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"ổ cứng Western SSD 240GB Sata3, màuxanh - green (WDS240G3G0A)",Cái,20.0000,6545455.00,0.00
294,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực Laser TN-2385 Brother,Hộp,2.0000,727273.00,0.00
293,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY IN Canon Laser LBP-2900,Cái,1.0000,3627273.00,0.00
292,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến  2.4GHz TP-Link,TL-WA854RE",Cái,1.0000,181818.00,0.00
292,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím RAPOO V500 PRO,Cái,1.0000,618182.00,0.00
292,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột LOGITECH M170,Cái,1.0000,154545.00,0.00
291,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ CỨNG MÁY TÍNH SSD Western WDS250G2B0A,250G",Cái,1.0000,1181818.00,0.00
290,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH ĐỂ BÀN DELL OPTIPEX 3000 SMALL FORMFACTOR Intel® Core i5 - 12500,Bộ,1.0000,13263636.00,0.00
290,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Card PCIe Adapter TP Link,TL-WN881ND",Cái,1.0000,254546.00,0.00
289,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,14063636.00,0.00
289,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVOTHINKVISIONS24e-20(62AEKAR2WW),Cái,1.0000,2718182.00,0.00
289,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Card PCIe Adapter TP Link,TL-WN881ND",Cái,3.0000,790909.00,0.00
288,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn hình  LCD VIEWSONIC VX2476 - SH,Cái,1.0000,2900000.00,0.00
288,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech G102,Cái,1.0000,300000.00,0.00
288,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng SSD Western WDS500G2B0A, 500GB, Sata3 2.5""",Cái,1.0000,1345455.00,0.00
287,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Màn hình vi tính Dell  LCD  E2216Hv 21.5"" WHD",Cái,1.0000,2318182.00,0.00
287,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng di động  Seagate Expansion 1TB 2.5""",Cái,1.0000,1318182.00,0.00
286,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn hình LCD VIEWSONIC VX2776-SH,Cái,1.0000,3245455.00,0.00
286,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech G102,Cái,1.0000,300000.00,0.00
286,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ trong Kingston 16GB D4-3200U,Cái,1.0000,1000000.00,0.00
285,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Vỏ thùng máy tính JETEK EM3,Cái,3.0000,818182.00,0.00
285,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím  Dell Multimedia KB216,Cái,3.0000,450000.00,0.00
285,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Dell MS116,Cái,3.0000,272727.00,0.00
285,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Thiết bị thu phát vô tuyến  TP-Link,TL-WN722N",Cái,2.0000,327273.00,0.00
284,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Camera kỹ thuật số có chức năng ghi hiệu EZVIZ mã CS-C3TN (1080P COLOR),Cái,1.0000,909091.00,0.00
284,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Camera quan sát CS-C3TN (3MP,2.8MM)",Cái,1.0000,954546.00,0.00
284,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thẻ nhớ 32GB Micro SDHC Exceria UHS -I C10 U1 100MB/s Kioxia,Cái,2.0000,181818.00,0.00
284,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím  Logitech K120,Cái,1.0000,163636.00,0.00
283,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Máy tính xách tay Asus ExpertBook model B1500CEAE-BQ3284 Intel® Core™ i7-1165G7 /8G DDR4 on board, 512GB M.2 NVMe PCIe 3.0 SSD, Endless, FingerPrint, 15.6-inch, LED Backlit, 250nits, FHD (1920 x 1080)",Cái,1.0000,16809091.00,0.00
282,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in Brother HL - L2321D,Cái,1.0000,2650000.00,0.00
281,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BÀN PHÍM RAPOO V500SE,Cái,2.0000,1000000.00,0.00
281,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHUỘT MÁY TÍNH LOGITECH M185,CÁI,2.0000,363636.00,0.00
280,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,HỘP MỰC ECOPLUS 12A,HỘP,1.0000,172727.00,0.00
279,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,14063636.00,0.00
279,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVOTHINKVISIONS24e-20 (62AEKAR2WW),Cái,1.0000,2718182.00,0.00
278,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực in phun Brother BT5000,Hộp,2.0000,354546.00,0.00
277,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Trống từ Brother DR-2385,Hộp,1.0000,636364.00,0.00
276,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Trống từ Brother DR-2385,HỘP,1.0000,636363.00,0.00
276,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MỰC BROTHER BT5000Y,CHAI,1.0000,118182.00,0.00
275,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH ĐỂ BÀN,BỘ,1.0000,9090909.00,0.00
274,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bút trình chiếu hiệu Rapoo mới 100%. Wireless Prensenter BLACK, XR200",Cái,1.0000,272727.00,0.00
274,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp chuyển đổi HDMI dài 5M ugreen,Chiếc,1.0000,181818.00,0.00
273,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bút trình chiếu hiệu Rapoo mới 100%. Wireless Prensenter BLACK, XR200",Cái,1.0000,272727.00,0.00
273,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp chuyển đổi HDMI dài 5M ugreen,Chiếc,1.0000,181818.00,0.00
272,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,BÚT TRÌNH CHIẾU LP15 A4TECH,Cái,1.0000,272727.00,0.00
271,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cap chuyển đổi HDMI dài 10M ugreen,Chiếc,1.0000,454545.00,0.00
270,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bút trình chiếu hiệu Rapoo mới 100%. Wireless Prensenter BLACK, XR200",Cái,1.0000,272727.00,0.00
270,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp chuyển đổi HDMI dài 5M ugreen,Chiếc,1.0000,181818.00,0.00
269,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp mực in Ecoplus 12A,Hộp,3.0000,381818.00,0.00
268,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy tính bàn LENOVO THINKCENTRE M70S GEN 3  i5-12400 /11TC000TVA,Bộ,2.0000,23727274.00,0.00
268,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH VI TÍNH (LCD) LENOVO C22-20 21.5INCH/1920 x 1080/75Hz/VGA/HDMI/ĐEN(62A7KAR1WW),Cái,2.0000,4545454.00,0.00
267,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Thiết bị trình chiếu Presenter Logitech R400,Cái,1.0000,590909.00,0.00
267,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn chiếu treo P70WS,Cái,1.0000,954545.00,0.00
267,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy chiếu đa năng ViewSonic PA503XB,Cái,1.0000,10263636.00,0.00
267,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Gía treo máy chiếu  MS12,Chiếc,1.0000,545456.00,0.00
267,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp dữ liệu HDMI dài 15m Ugreen,Chiếc,1.0000,863636.00,0.00
266,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY (NB) LENOVO V14 G3 IAP i5-1235U/8GD4/256GSSD/14.0FHD/WL/BT/2C38/NoOS/ĐEN(82TS0062VN),Cái,1.0000,12272727.00,0.00
266,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Ổ cứng  Kingmax SSD M2 Sata III 256GB SA3080,Cái,1.0000,636364.00,0.00
266,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ định tuyến Tp-Link 2.4GHz/5GHz Archer MR200,Cái,1.0000,1136364.00,0.00
266,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Loa SoundMax A926/2.1,Bộ,1.0000,636363.00,0.00
266,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in đa năng Brother DCP-T220,Cái,1.0000,3000000.00,0.00
265,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,14063636.00,0.00
265,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISIONS24e-20 (62AEKAR2WW),Cái,1.0000,2718182.00,0.00
264,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn hình máy tính Dell 22 Monitor - E2223HN,Cái,2.0000,7800000.00,0.00
263,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY IN ĐA NĂNG  Brother DCP-T220,Cái,1.0000,3345455.00,0.00
262,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY IN Canon Laser LBP-2900,Cái,1.0000,3627273.00,0.00
261,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bút trình chiếu hiệu Rapoo mới 100%. Wireless Prensenter BLACK, XR200",Cái,1.0000,272727.00,0.00
260,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ máy vi tính,Bộ,1.0000,14063636.00,0.00
260,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e-20 (62AEKAR2WW),Cái,1.0000,2718182.00,0.00
259,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,CHUỘT MÁY TÍNH DELL MS116,Cái,4.0000,545455.00,0.00
259,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Màn hình máy tính Lenovo H20215FE0 - ""E22-28 (H20215FE0) 21.5 inch Monitor-HDMI, Linecord, P/N:62B9MAR4WW",Chiếc,1.0000,2445454.00,0.00
258,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Ổ cứng Kingmax SSD Sata III 120GB SMV32,Cái,1.0000,409091.00,0.00
257,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy quét HP Scanjet Pro 3000 S4 Sheet-feed - WTY_6FW07A,Cái,1.0000,9627273.00,0.00
256,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech B100,Cái,1.0000,63636.00,0.00
256,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực in 26A Number One,Cái,1.0000,445455.00,0.00
256,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực  in 308 Number One,Hộp,1.0000,400000.00,0.00
255,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy  in Brother DCP-B7535DW,Cái,1.0000,4990909.00,0.00
254,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực T3008,Hộp,1.0000,1136364.00,0.00
253,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in laser Canon LBP 2900,Cái,5.0000,17363636.00,0.00
252,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Hộp mực  in Izinet 12A,Hộp,2.0000,709091.00,0.00
251,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Màn hình LCD VIEWSONIC VA2732-H,Bộ,1.0000,2954545.00,0.00
251,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột vi tính có dây Rapoo N100,Cái,6.0000,436364.00,0.00
251,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Keyboard NK2500,Cái,1.0000,136363.00,0.00
251,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Ổ cứng di động 16GB U366 USB KIOXIA,Cái,3.0000,272727.00,0.00
251,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,TAI NGHE SOUNDMAX AH304,Cái,2.0000,472728.00,0.00
250,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech M185,Cái,2.0000,327272.00,0.00
250,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Dell Multimedia KB216,Cái,2.0000,272728.00,0.00
250,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Ổ cứng Kingmax SSD Sata III 120GB SMV32,Cái,1.0000,309091.00,0.00
249,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in Brother DCP - B7535DW,Cái,1.0000,5072727.00,0.00
248,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực T3008,Hộp,1.0000,1136364.00,0.00
247,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực  in 337 Number One,Hộp,1.0000,400000.00,0.00
247,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Cáp dữ liệu Video HDMI 1.4 truyền âm thanh hình ảnh dài 10M Ugreen,Chiếc,1.0000,436364.00,0.00
246,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY TÍNH XÁCH TAY HP PAVILION 15 - EG2035TX -6K781PA (Core™ i5-1235U | 8GB | 512GB | MX550 2GB | 15.6 inch FHD IPS | Win 11 | Vàng),Cái,1.0000,17809091.00,0.00
245,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Màn hình vi tính Dell LCD  U2422H  23.8"" WHD",Cái,2.0000,11545454.00,0.00
245,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in HP Laser jet Pro M404DN,Cái,1.0000,5445455.00,0.00
245,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Dell MS116,Cái,2.0000,172728.00,0.00
245,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Dell Multimedia KB216,Cái,2.0000,281818.00,0.00
245,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Vỏ thùng máy tính  JETEK EN15,Cái,1.0000,245455.00,0.00
245,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Vỏ thùng máy tính  JETEK EN22,Cái,1.0000,245454.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Vỏ thùng máy tính JETEK Squid Game A1,Cái,1.0000,527273.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LOA SOUNDMAX A827 2.1,Bộ,1.0000,536364.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,LOA MICROLAB U210 2.1,Bộ,1.0000,381818.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Ổ cứng SSD 120GB SMV32 KINGMAX SATA III,Cái,5.0000,1636364.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng  SSD 240GB  EXCERIA BICS FLASH 2.5"" Sata3 KIOXIA",Cái,5.0000,2863636.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Dây cáp mạng  Ensoho EN - U5CA24 UTP Cat5e,Hộp,1.0000,863636.00,0.00
244,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Đầu bấm dây mạng Ensoho EN-RJ45C5 RJ-45 cat5e,Hộp,1.0000,136364.00,0.00
243,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bảng mạch chính Asus Prime H510MF,Cái,2.0000,2818182.00,0.00
243,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Ổ cứng GT Western Digital 1TB,Cái,2.0000,1600000.00,0.00
243,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ vi xử lý Intel Core i3 /9100,Cái,2.0000,4400000.00,0.00
242,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in HP Laser jet Pro M404DN,Cái,1.0000,5718182.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Drum máy photo,Cái,1.0000,818182.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Gạt máy photo,Cái,1.0000,454545.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Từ,Chai,1.0000,1090909.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bo máy photo,Cái,1.0000,2045455.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Mực T2309,Hộp,1.0000,454545.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bảng mạch chính Asus Prime B560MK/CSM,Cái,1.0000,1727273.00,0.00
241,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ vi xử lý  Intel Core i3-10105,Cái,1.0000,2454546.00,0.00
240,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Chuột máy tính Logitech G304,Cái,1.0000,654545.00,0.00
240,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ trong Kingston 16GB D4 - 3200U,Cái,1.0000,1000000.00,0.00
240,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng gắn trong 480GB SSD  EXCERIA BICS FLASH 2.5"" Sata3 KIOXIA",Cái,1.0000,818182.00,0.00
240,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Dell Multimedia KB216,Cái,1.0000,136364.00,0.00
239,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH VI TÍNH (LCD) LENOVO C22-20 21.5INCH/1920 x 1080/75Hz/VGA/HDMI/ĐEN/3Y(62A7KAR1WW),Cái,15.0000,27272727.00,0.00
239,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ máy vi tính Kingmax 4GB DDR4 - 2666,Cái,20.0000,6363636.00,0.00
238,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY IN  Brother DCP-B7535DW,Cái,1.0000,5072727.00,0.00
238,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÀN HÌNH LCD 23.8 Inch LENOVO THINKVISION S24e-20 (62AEKAR2WW),Cái,1.0000,2718182.00,0.00
238,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,MÁY VI TÍNH ĐỂ BÀN (PC) LENOVO ThinkCentre neo 50t Gen 3 i3- 12100(4*3.3)/4GD4/256GSSD/WL/BT/KB/M/nOS/ ĐEN( 11SC001LVA),Bộ,1.0000,7990909.00,0.00
237,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Bộ nhớ ngoài Sandisk 32G SDCZ74-032G-G46,USB",Cái,2.0000,418182.00,0.00
236,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng gắn trong 240GB SSD EXCERIA BICS FLASH2.5""Sata3 Kioxia",Cái,2.0000,1090910.00,0.00
236,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bảng mạch chính Asus Prime H510M,Cái,1.0000,1363636.00,0.00
236,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Nguồn Jetek Model Y500T,Cái,2.0000,454546.00,0.00
236,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Keyboard NK2500,Cái,2.0000,272726.00,0.00
236,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bộ nhớ trong Kingston 8GB D-2666,Cái,1.0000,618182.00,0.00
235,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in hóa đơn XP-Q801L,Cái,1.0000,1318182.00,0.00
235,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Máy in mã vạch XP-350BM,Cái,1.0000,1590909.00,0.00
235,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,ĐẦU ĐỌC MÃ VẠCH OD7200,Cái,1.0000,1445454.00,0.00
234,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,"Ổ cứng gắn trong 240GB SSD EXCERIA BICS FLASH 2.5""Sata3 Kioxia",Cái,2.0000,1090910.00,0.00
234,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bảng mạch chính Asus Prime H510MF,Cái,1.0000,1363636.00,0.00
234,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Nguồn Jetek Model Y500T,Cái,2.0000,454546.00,0.00
234,banra,3,CÔNG TY TNHH MỘT THÀNH VIÊN HUY VŨ,Bàn phím Keyboard NK2500,Cái,2.0000,272726.00,0.00
